任务ID(末3位是任务的id，前面位表示归属的目标id，1001001即目标id=1001、任务id=1),归属目标(SurviveObjectiveDef的ID),名称,描述(加上@1会显示任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(使用@item_道具id#添加道具文本，默认颜色#cfa7a0f),任务完成事件类型【1自动完成，2破坏方块，3获得道具，4加工道具，5冶炼道具，6道具损坏，7使用道具，8击败生物，9繁殖生物，10驯服生物，11玩家死亡，12（未用），13设置复活点，14抵达生态，15生存时间，16跳过夜晚，17方块交互(手持GoalID1:item点GoalID2:item，GoalID1=0为直接点击方块，GoalID2=0为放置方块)，18符文镶嵌(消耗指定符文石道具)，19修复道具，20烹饪道具，21施肥，22生物交互(手持GoalID1:item点GoalID2:monster，GoalID1=0为直接点击生物，不允许GoalID2=0)，23NPC交易，24游戏开始完成，25抵达星球，26编书，27钓鱼，28拆书，29符文镶嵌(消耗指定副材料道具)，30（未用），31符文镶嵌(获得指定效果类型EnchantType)，32种植，33放置方块（A放在B顶面），34穿戴装备】,任务完成对象(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),任务完成对象交互对象(17、22类型的任务需要配置Goal ID1和Goal ID2，使用1去交互2),任务完成对象所需数值,X轴(在任务展示框中的横轴坐标),Y轴(在任务展示框中的纵轴坐标),前置任务ID1,前置任务ID2,前置任务ID3,前置任务ID4,前置任务ID5,自动跟踪下个任务ID,任务奖励类型(0道具，1星星),任务奖励(奖励为星星则不填或填0),奖励数量,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),旧版成就ID(对应achievement.csv)
3005061,3005,舌钟蝶捕手Ⅰ,使用@item_11320#捕捉舌钟蝶@1#r(它通常出现在草原上的空岛附近),捕捉舌钟蝶@1,22,I_11320,M_3890,1,9,7,,,,,,3005062,0,149,1,2,#3890,3005061,
3005062,3005,舌钟蝶捕手Ⅱ,使用@item_11320#捕捉舌钟蝶@1#r(它通常出现在草原上的空岛附近),捕捉舌钟蝶@1,22,I_11320,M_3890,100,10,7,,,,,,3005063,1,0,1,2,#3890,3005061,
3005063,3005,舌钟蝶捕手Ⅲ,使用@item_11320#捕捉舌钟蝶@1#r(它通常出现在草原上的空岛附近),捕捉舌钟蝶@1,22,I_11320,M_3890,300,11,7,,,,,,4001001,1,0,2,2,#3890,3005061,
3005064,3005,雪兔猎手Ⅰ,击败雪兔@1#r(雪兔是冰原最常见的生物，是冰原里重要生存资源的主要来源),击败雪兔@1,8,M_3910,,1,1,8,,,,,,3005065,0,12623,2,2,#3910,3005064,
3005065,3005,雪兔猎手Ⅱ,击败雪兔@1#r(雪兔是冰原最常见的生物，是冰原里重要生存资源的主要来源),击败雪兔@1,8,M_3910,,200,2,8,,,,,,3005066,1,0,1,2,#3910,3005064,
3005066,3005,雪兔猎手Ⅲ,击败雪兔@1#r(雪兔是冰原最常见的生物，是冰原里重要生存资源的主要来源),击败雪兔@1,8,M_3910,,500,3,8,,,,,,4001001,1,0,3,2,#3910,3005064,
4001001,4001,耀眼的光,在海中击败灯笼鱼、荧光棒藻鱼获得@item_11318#@1#r(灯笼鱼、荧光棒藻鱼 通常会出现在深海),获得@item_11318#@1,3,I_11318,,1,1,1,,,,,,4001002,0,11318,1,2,11318,4001001,
4001002,4001,驱离黑暗之物,加工获得@item_12599#@1#r(需要用到@item_797#进行加工),加工获得@item_12599#@1,4,I_12599,,1,2,1,4001001,,,,,4001003,0,300,3,2,12599,4001002,
4001003,4001,驱散诅咒—野人伙伴,使用@item_12599#敲击沉睡中的野人战士驱散诅咒，再请它吃@item_12502#。#r(在夜晚用@item_1200#烤肉可以吸引野人战士，野人战士吃饱后就会在篝火边睡着……),解救野人战士@1,22,I_12502,M_3200,1,3,1,4001002,,,,,4001008,0,12502,1,2,13439,4001003,
4001004,4001,转职樵夫,将@item_11003#@1交给野人伙伴#r(手持@item_11003#点击野人伙伴，就可以交给它),将@item_11003#@1交给野人伙伴,22,I_11003,M_3200,1,4,1,4001003,,,,,4001006,0,11209,3,2,11003,4001004,
4001005,4001,转职守卫,将@item_12003#@1交给野人伙伴#r(手持@item_12003#点击野人伙伴，就可以交给它),将@item_12003#@1交给野人伙伴,22,I_12003,M_3200,1,4,2,4001003,,,,,4001009,0,11209,3,2,12003,4001005,
4001006,4001,帮忙种树,将@item_11023#@1交给野人伙伴@1#r(手持@item_11023#点击野人伙伴，就可以交给它),将@item_11023#@1交给野人伙伴,22,I_11023,M_3200,1,5,1,4001004,,,,,4001007,0,11405,6,2,11023,4001006,
4001007,4001,樵夫工作区,放置@item_1204#@1#r(随后，樵夫就会在@item_1204#周围开展工作),放置@item_1204#@1,17,I_1204,,1,6,1,4001006,,,,,4001005,0,12599,1,2,1204,4001007,
4001008,4001,驱散诅咒—猎手伙伴,使用@item_12599#敲击沉睡中的野人投矛手驱散诅咒，再请它吃@item_12502#。#r(在夜晚用@item_1200#烤肉可以吸引野人投矛手，野人投矛手吃饱后就会在篝火边睡着……),解救野人投矛手@1,22,I_12502,M_3201,1,3,3,4001002,,,,,4001013,0,12502,1,2,13440,4001008,
4001009,4001,转职弓手,将@item_12050#@1交给猎手伙伴#r(手持@item_12050#点击猎手伙伴，就可以交给它),将@item_12050#@1交给猎手伙伴,22,I_12050,M_3201,1,4,3,4001008,,,,,4001010,0,11209,3,2,12050,4001009,
4001010,4001,守卫工作区,放置@item_1205#@1#r(随后，守卫就会在@item_1205#周围开展工作),放置@item_1205#@1,17,I_1205,,1,6,2,4001005,4001009,,,,4001011,0,12599,1,2,1205,4001010,
4001011,4001,转职农夫,将@item_11033#@1交给猎手伙伴#r(手持@item_11033#点击猎手伙伴，就可以交给它),将@item_11033#@1交给猎手伙伴,22,I_11033,M_3201,1,4,4,4001008,,,,,4001012,0,11400,5,2,11033,4001011,
4001012,4001,农夫工作区,放置@item_1203#@1#r(随后，农夫就会在@item_1203#周围开展工作),放置@item_1203#@1,17,I_1203,,1,6,4,4001011,,,,,4001015,0,12599,1,2,1203,4001012,
4001013,4001,驱散诅咒—萌宝伙伴,使用@item_12599#敲击沉睡中的野萌宝驱散诅咒，再请它吃@item_12502#。#r(在夜晚用@item_1200#烤肉可以吸引野萌宝，野萌宝吃饱后就会在篝火边睡着……),解救野萌宝@1,22,I_12502,M_3202,1,3,5,4001002,,,,,4001004,0,12502,1,2,13441,4001013,
4001014,4001,转职助手,将@item_800#@1交给萌宝伙伴#r(手持@item_800#点击萌宝伙伴，就可以交给它),将@item_800#@1交给萌宝伙伴,22,I_800,M_3202,1,4,5,4001013,,,,,4001015,0,11911,1,2,800,4001014,
4001015,4001,建立部落,放置@item_1202#@1#r(此区域将成为伙伴的聚集地，伙伴会将物资存储在@item_1202#周围的箱子里),放置@item_1202#@1,17,I_1202,,1,7,3,4001007,4001010,4001014,4001012,,4003001,1,0,5,1,1202,4001015,
4002001,4002,再接再厉Ⅰ,屡败屡战@1#r(不要灰心，再接再厉),屡败屡战@1,11,0,,1,1,1,,,,,,4002002,1,0,1,2,596,,1131
4002002,4002,再接再厉Ⅱ,屡败屡战@1#r(不要灰心，再接再厉),屡败屡战@1,11,0,,100,2,1,,,,,,4002003,1,0,5,2,596,,1132
4002003,4002,再接再厉Ⅲ,屡败屡战@1#r(不要灰心，再接再厉),屡败屡战@1,11,0,,500,3,1,,,,,,4002004,1,0,10,2,596,,1133
4002004,4002,氧气区Ⅰ,使用@item_11075#激活@item_1042#@1#r(激活后能够生成一大片的氧气区，在氧气区内就不用担心缺氧了),激活@item_1042#@1,17,I_11075,I_1042,5,5,1,,,,,,4002005,1,0,1,2,11075,,1160
4002005,4002,氧气区Ⅱ,使用@item_11075#激活@item_1042#@1#r(激活后能够生成一大片的氧气区，在氧气区内就不用担心缺氧了),激活@item_1042#@1,17,I_11075,I_1042,50,6,1,,,,,,4002006,1,0,2,2,11075,,1161
4002006,4002,氧气区Ⅲ,使用@item_11075#激活@item_1042#@1#r(激活后能够生成一大片的氧气区，在氧气区内就不用担心缺氧了),激活@item_1042#@1,17,I_11075,I_1042,300,7,1,,,,,,4002007,1,0,3,2,11075,,1162
4002007,4002,标记地点Ⅰ,使用@item_11076#点亮@item_1042#@1#r(点亮后能在地图上生成标记),点亮@item_1042#@1,17,I_11076,I_1042,5,9,1,,,,,,4002008,1,0,1,2,11076,,1163
4002008,4002,标记地点Ⅱ,使用@item_11076#点亮@item_1042#@1#r(点亮后能在地图上生成标记),点亮@item_1042#@1,17,I_11076,I_1042,50,10,1,,,,,,4002009,1,0,2,2,11076,,1164
4002009,4002,标记地点Ⅲ,使用@item_11076#点亮@item_1042#@1#r(点亮后能在地图上生成标记),点亮@item_1042#@1,17,I_11076,I_1042,300,11,1,,,,,,4002010,1,0,3,2,11076,,1165
4002010,4002,迷拉星生存Ⅰ,在迷拉星生存@1天,在迷拉星生存@1天,15,P_0,,7,1,2,,,,,,4002011,1,0,1,2,100,,
4002011,4002,迷拉星生存Ⅱ,在迷拉星生存@1天,在迷拉星生存@1天,15,P_0,,60,2,2,,,,,,4002012,1,0,5,2,100,,
4002012,4002,迷拉星生存Ⅲ,在迷拉星生存@1天,在迷拉星生存@1天,15,P_0,,365,3,2,,,,,,4002013,1,0,10,2,100,,
4002013,4002,烈焰星生存Ⅰ,在烈焰星生存@1天,在烈焰星生存@1天,15,P_1,,7,5,2,,,,,,4002014,1,0,1,2,124,,
4002014,4002,烈焰星生存Ⅱ,在烈焰星生存@1天,在烈焰星生存@1天,15,P_1,,60,6,2,,,,,,4002015,1,0,5,2,124,,
4002015,4002,烈焰星生存Ⅲ,在烈焰星生存@1天,在烈焰星生存@1天,15,P_1,,365,7,2,,,,,,4002016,1,0,10,2,124,,
4002016,4002,萌眼星生存Ⅰ,在萌眼星生存@1天,在萌眼星生存@1天,15,P_2,,7,9,2,,,,,,4002017,1,0,1,2,135,,1154
4002017,4002,萌眼星生存Ⅱ,在萌眼星生存@1天,在萌眼星生存@1天,15,P_2,,60,10,2,,,,,,4002018,1,0,5,2,135,,1155
4002018,4002,萌眼星生存Ⅲ,在萌眼星生存@1天,在萌眼星生存@1天,15,P_2,,365,11,2,,,,,,,1,0,10,2,135,,1156
4003001,4003,沙漠探险！,在迷拉星上踏入沙漠生态,在迷拉星上寻找到沙漠,14,B_DESERT,,1,1,1,,,,,,4003002,1,0,1,2,29,4003001,
4003002,4003,发现绿洲！,在迷拉星沙漠中找到并进入绿洲生态,在沙漠中寻找到绿洲,14,B_BIOME_DESERT_OASIS,,1,2,1,4003001,,,,,4003003,1,0,1,2,109,4003002,
4003003,4003,商贸之路—沙漠Ⅰ,与绿洲营地中的友善商人交易@1#r(这里的商人卖着一种叫做@item_11637#的东西，传闻中是进入沙漠遗迹的关键道具),与绿洲营地中的友善商人交易@1,23,M_3210,,1,3,1,4003002,,,,,4003007,0,12611,3,2,#3210,4003003,
4003004,4003,商贸之路—沙漠Ⅱ,与绿洲营地中的奸诈商人交易@1#r(价格和老板长得一样！),与绿洲营地中的奸诈商人交易@1,23,M_3211,,1,3,2,4003002,,,,,4003005,0,12612,3,2,#3211,4003004,
4003005,4003,商贸之路—沙漠Ⅲ,与绿洲营地中的神秘商人交易@1#r(商队中有一名商人着装非常与众不同，交易方式也异于常人，随心所欲不喜欢跟人废话。),与绿洲营地中的神秘商人交易@1,23,M_3212,,1,3,3,4003002,,,,,4003010,0,11207,3,2,#3212,4003005,
4003006,4003,这也太大了,击败巨型毒尾蝎@1#r(沙漠里藏着好多毒尾蝎，击败一定数量之后它们就会呼叫大哥来帮忙……),击败@item_13829#@1,8,M_3829,,1,3,4,4003002,,,,,4003009,0,11631,1,2,#3824,4003006,
4003007,4003,流动的黄沙,向@item_29#投掷@item_11637#@1#r(@item_11637#能够将一些方块从固体变成液体，只需要蓄力丢出砸中方块即可。),投掷@item_11637#@1,7,I_11637,,1,4,1,4003003,,,,,4003008,0,11637,1,2,11637,4003007,
4003008,4003,啊哈！是我的了！,在沙漠遗迹中获得@item_11575#@1#r(在沙漠绿洲下方的遗迹中心，尘封着一项昔日的生命科技……),在沙漠遗迹中找到@item_11575#,3,I_11575,,1,5,1,4003007,,,,,4003006,0,11635,1,2,11575,4003008,
4003009,4003,决战沙漠统治者,击败沙原领主，获得@item_12311# #r(它通常伴随着沙尘暴出现),击败沙原领主，获得@item_12311#,8,M_3825,,1,4,4,4003006,,,,,4003004,0,11575,1,2,#3825,4003009,
4003010,4003,征服沙漠！,完成“荒原旅者”目标中的所有任务,完成“荒原旅者”目标中的所有任务,1,0,,1,6,1,4003004,4003005,4003008,4003009,,4004001,1,0,5,2,14107,,
4004001,4004,浅海探险！,在迷拉星上踏入浅海生态#r(浅海地区动植物充沛，水压较小，较为安全),在迷拉星上寻找到浅海,14,B_OCEAN,,1,1,4,,,,,,4004002,1,0,1,2,295,4004001,
4004002,4004,氧气提炼装置,加工@item_1045#@1#r(往装置里填充制氧材料可提炼出氧气),加工@item_1045#@1,4,I_1045,,1,2,4,4004001,,,,,4004003,0,25,10,2,1045,4004002,
4004003,4004,收集氧气,获得@item_1048#@1#r(将@item_1047#放在@item_1045#上收集氧气),获得@item_1048#@1,3,I_1048,,2,3,4,4004002,,,,,4004004,0,1047,1,2,1048,4004003,
4004004,4004,氧气背包,加工并穿戴@item_12275#@1#r(多准备几罐@item_1048#再去潜水，比较安全),加工并穿戴@item_12275#@1,34,I_12275,,1,4,4,4004003,,,,,4004005,0,11329,3,2,12275,4004004,
4004005,4004,潜水装备一,加工并穿戴@item_11642#@1#r(@item_11642#用于提供水下照明),加工并穿戴@item_11642#@1,34,I_11642,,1,5,3,4004004,,,,,4004010,0,11329,3,2,11642,4004005,
4004006,4004,潜水装备二,加工并穿戴@item_11643#@1#r(@item_11643#用于应对水下压力),加工并穿戴@item_11643#@1,34,I_11643,,1,5,4,4004004,,,,,4004010,0,11329,3,2,11643,4004006,
4004007,4004,潜水装备三,加工并穿戴@item_11644#@1#r(@item_11644#用于加速水下移动),加工并穿戴@item_11644#@1,34,I_11644,,1,5,5,4004004,,,,,4004010,0,11329,3,2,11644,4004007,
4004008,4004,传奇钓手,在海边渔村与传奇钓手交易#r(渔村有位头顶王冠的狠角色，仅靠一人精湛的垂钓技艺，就能支撑一整个村子的食物供给),在海边与传奇钓手交易,23,M_3229,,1,2,2,4004001,,,,,4004022,0,13609,1,2,#3229,4004008,
4004009,4004,海神像,在海边渔村使用@item_11655#修复@item_1193#@1#r(神像都在灯塔里，在渔村逛逛吧，修复以后再次点击神像，会有好事发生),在海边渔村修复@item_1193#@1,17,I_11655,I_1193,1,2,1,4004001,,,,,4004022,0,11655,1,2,1191,4004009,
4004010,4004,深海探险！,在迷拉星上踏入深海生态#r(深海危机四伏，越往深处走水压越强，不穿戴潜水设备，常人难以存活),在迷拉星上寻找到深海,14,B_DEEPOCEAN,,1,6,4,4004005,4004006,4004007,,,4004011,1,0,1,2,23,4004010,
4004011,4004,抵达荒岛,在迷拉星上踏入荒岛生态#r(海盗们很喜欢驻扎在荒岛上，偶尔能够发现海盗留下的财宝),在迷拉星上寻找到荒岛,14,B_ISLAND_SHORE_DESERT,,1,7,3,4004010,,,,,4004012,1,0,1,2,26,4004011,
4004012,4004,海盗商人,与海盗商人交易#r(海盗商人欺软怕硬，他只会跟实力比他更强的人交易，跟他交易前先把最强的装备换上再去吧),与海盗商人交易,23,M_3222,,1,8,3,4004011,,,,,4004017,0,12066,1,2,#3222,4004012,
4004013,4004,抵达红土岛,在迷拉星上踏入红土岛生态#r(红土的土壤含有一种奇特的物质，一般动植物无法在这种环境下生存，而存活下来的生物，都发生了一些奇妙的变化),在迷拉星上寻找到红土岛,14,B_ISLAND_SHORE_REDSOIL,,1,7,4,4004010,,,,,4004014,1,0,1,2,233,4004013,
4004014,4004,彼岸菠萝,使用@item_11654#@1#r(红土岛的特产植物千万别吃进肚子里，一旦吸入其爆出的粉尘，便会突发恶疾，精神错乱),使用@item_11654#@1,7,I_11654,,1,8,4,4004013,,,,,4004017,0,1194,3,2,11654,4004014,
4004015,4004,抵达珊瑚岛,在迷拉星上踏入珊瑚岛生态#r(珊瑚岛遍布的红沙能够保持珊瑚的活性，使其就算脱离了水也能存活。某些珊瑚岛上能找到一位家具设计师),在迷拉星上寻找到珊瑚岛,14,B_ISLAND_SHORE_REEF,,1,7,5,4004010,,,,,4004016,1,0,1,2,486,4004015,
4004016,4004,海岛商人,与海岛商人交易#r(她的家具设计总能整出点新花样),与海岛商人交易,23,M_3223,,1,8,5,4004015,,,,,4004017,0,1238,1,2,#3223,4004016,
4004017,4004,征服岛屿！,找到所有类型的岛屿#r(登上荒岛、珊瑚岛、红土岛),找到所有类型的岛屿,1,0,,1,9,4,4004012,4004014,4004016,,,4004022,1,0,1,2,346,,
4004018,4004,闪电核心,获得@item_11648#@1#r(到深海海底的沉船里找找),获得@item_11648#@1,3,I_11648,,1,7,6,4004010,,,,,4004019,0,11648,1,2,11648,4004018,
4004019,4004,闪电之力！,对任意武器进行符文镶嵌时获得“闪电鞭”词条#r(符文镶嵌时加入副材料@item_11648#有几率获得“闪电鞭”词条),符文镶嵌获得“闪电鞭”词条,31,T_LIGHTNING_CHAIN,,1,8,6,4004018,,,,,4004022,0,12614,5,2,11648,4004019,
4004020,4004,守卫之心,击败海灵守卫获得@item_11640#@1#r(在深海中与海灵守卫作战要千万小心),获得@item_11640#@1,3,I_11640,,1,7,7,4004010,,,,,4004021,0,11640,1,2,11640,4004020,
4004021,4004,变身海灵,使用@item_11641#变身#r(符文力量灌注全身),使用@item_11641#变身,7,I_11641,,1,8,7,4004020,,,,,4004022,0,12614,5,2,11641,4004021,
4004022,4004,征服海洋！,完成“海底三万里”目标中的所有任务,完成“海底三万里”目标中的所有任务,1,0,,1,10,4,4004017,4004019,4004021,4004008,4004009,3004001,1,0,5,2,13227,,
4005001,4005,抵达冰原,在迷拉星上踏入冰原生态#r(冰原地区常年大雪覆盖，地表的动植物资源稀缺，但仍有坚强的人们生活于此……),在迷拉星上寻找到冰原,14,B_ICE_PLAINS,,1,1,3,,,,,,4005002,1,0,1,2,120,4005001,
4005002,4005,御寒套装,加工并穿戴任意的御寒装备，例如@item_12312#@1#r(冰原地区温度非常寒冷，注意保暖),加工并穿戴任意的御寒装备,34,"I_12312,I_12279,I_12313,I_12314,I_12315",,1,2,3,4005001,,,,,4005003,0,12623,3,2,12312,4005002,
4005003,4005,抵达雪山脚,在迷拉星上踏入雪山底部生态#r(准备上山！在大雪山的周围很有可能形成空洞，尝试在登山的过程中寻找洞穴吧！),在迷拉星上踏入雪山底部生态,14,B_ICE_PLAINS_PEAK_PLAIN,,1,3,3,4005002,,,,,4005004,1,0,1,2,160001,4005003,
4005004,4005,攀登主峰,在迷拉星上踏入雪山主峰生态#r(一览众山小),在迷拉星上踏入雪山主峰生态,14,B_ICE_PLAINS_HIGHEST_PEAK,,1,4,3,4005003,,,,,4005005,1,0,1,2,122,4005004,
4005005,4005,天外来客？,击败盘踞于雪山主峰的冰陨巨魔#r(冰原村民常年受到冰陨巨魔的侵扰，若能打败他，村民们对你一定非常感激),击败冰陨巨魔,8,M_3517,,1,5,3,4005004,,,,,4005006,0,200100,1,2,#3517,4005005,
4005006,4005,驱散寒邪,给解冻的冰原村民喂食@item_12534#@1#r(食用@item_12534#能够帮助生物恢复体温),给野生的冰原村民喂@item_12534#@1,22,I_12534,"M_3236,M_3237,M_3238,M_3239",1,4,4,4005003,,,,,4005007,0,12537,3,2,12534,4005006,
4005007,4005,指挥基建,指挥村民建造房屋#r(放置@item_150005#后，再将建筑图纸放入@item_150005#并填充所需材料，便可以指挥工人村民或工人野人伙伴建造房屋),指挥村民建造房屋,30,,,1,5,4,4005006,,,,,4005008,0,150026,3,2,11616,4005007,
4005008,4005,热血沸腾,将@item_1389#放到@item_150001#或@item_150000#上进行强化#r(村民每每经过装有@item_1389#的图腾，就会热血沸腾大大提高工作的积极性),将@item_1389#放到@item_150000#上进行强化,17,I_1389,"I_150000,I_150001",1,6,3,4005005,4005007,,,,4005009,0,11204,3,2,1389,4005008,
4005009,4005,攀登副峰,在迷拉星上踏入雪山副峰生态#r(比起迷拉星的其他山脉，雪山真的是相当的高),在迷拉星上踏入雪山副峰生态,14,B_ICE_PLAINS_SECOND_PEAK,,1,4,2,4005003,,,,,4005010,1,0,1,2,123,4005009,
4005010,4005,雪之庇佑,采集@item_764#@1#r(运气好的话能在雪山副峰能够找到@item_764#。作为符文镶嵌的副材料，能够获得【庇护】类的效果),采集@item_764#@1,3,I_764,,1,6,2,4005009,,,,,4005011,0,764,1,2,764,4005010,
4005011,4005,聚物手套,加工@item_11231#@1#r(有了@item_11231#就能去推雪球玩了),加工@item_11231#@1,4,I_11231,,1,2,1,4005001,,,,,4005012,0,11307,3,2,11231,4005011,
4005012,4005,堆雪人,使用@item_11231#推雪球生成一个雪人#r(当两个雪球堆到一起时，就能堆出雪人了),使用@item_11231#推雪球生成一个雪人,12,,,1,4,1,4005011,,,,,4005013,0,160001,5,2,#3916,4005012,
4005013,4005,赋予生命,使用@item_12710#激活雪人#r(击败冰灵守卫后获得的@item_12710#仍然带有一部分的生命力量，将其放入雪人，便能赋予其生命),使用@item_12710#激活雪人,22,I_12710,M_3916,1,6,1,4005012,,,,,4005014,0,12710,1,2,12710,4005013,
4005014,4005,征服极地,完成“极地游志”目标中的所有任务,完成“极地游志”目标中的所有任务,1,0,,1,7,3,4005013,4005010,4005008,,,3004002,1,0,1,2,14107,,
