ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
390,Li Yao,من قال إن الأسماك لديها ذاكرة لمدة سبع ثوانٍ فقط؟ أوه، مَن أعطى هذه الحقيبة الحمراء للتو؟,,الصورة الرمزية: صورة القفل مفتوحة.,تأثير الجسم: تطاير نقاط ذهبية حول الجسم!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,بيري سويتهارت,"الهوية الحقيقية لـ ""بيري سويتهارت"" تكمن في دورها كجنية كعكة الفواكه. تسعد بإخفاء مواهبها وتكشف عنها فقط عندما لا يوجد أحد حولها. في السر، تصنع كعكات حلوة على مقعد طويل باستخدام السحر.",,الصورة الشخصية: فتح الصورة الرمزية,تأثير الجسم: تحيط الفواكه التوتية بالجسم!,,,,
395,أنجيليكا,أنجيليكا تعمل كمبعوثة من السماء. مهمتها هي نقل رسائل الحب والأمل إلى البشر. بفضل قواها الشفائية، تهتم بجروح الناس، وتجلب الدفء والضوء إلى قلوبهم.,,الصورة الرمزية: فتح الصورة الرمزية,تأثير الجسم: توجد طاقة شفائية حولك!,,,,
396,مصغرة - طائرة حربية قرمزية,كائن حيوي آلي يعطي الأسرعية والقوة النارية الأولوية. يشبه جسمه القرمزي بالكامل جسم طائرة مقاتلة عالية السرعة. يتم دمج أربع شفرات طاقة على كلا الجانبين من هيكله، جاهزة لقطع الأعداء.,,الصورة الرمزية: إلغاء قفل الصورة الرمزية,تأثير الجسم: الهبات النارية ترقص حول الجسم!,التحويل: اضغط على الزر للتحويل إلى وضع طائرة مقاتلة,,,
397,موضة التنين,كصائد للصيحات غير التقليدية، يحمل الأحلام عبر الأراضي، يجلب الفرص لأولئك الذين يسعون إلى الابتكار.,,الأفاتار: فتح الأفاتار,تأثير الجلد: دش من القطع النقدية الذهبية يتدفق حوله!,,,,
398,فيتر,يقود والد فيتر عشيرة القتلة في قارة نورلاند. عندما اختفى والداه في معركة مع وحوش الفراغ ، بدأ فيتر بحثًا عن مغامرة للمغامرة في عالم الفراغ الغامض للعثور عليهما.,,الصورة الرمزية: إلغاء قفل الصورة الرمزية,تأثير الجسد: قوة الفراغ تتجول حول الجسم!,,,,
399,إيلو,"في الأصل كانت طالبة جيدة في مدرسة نورلاند و""أميرة صغيرة"" تحميها والديها، ولكن فجأة استيقظت إيلو على القدرة على الدخول إلى عالم الفراغ. وبتوجيه من فيتر، أصبحت قاتلة ماهرة وتصطاد المخلوقات الفراغية إلى جانب فيتر.",,الصورة الرمزية: فتح الصورة الرمزية,تأثير الجسم: قوة الفراغ تتدفق حول الجسم!,,,,
400,فتاة الفوانيس,فتاة الفوانيس، وُلدت ونشأت في قرية ريفية، ورثت حرفة الفوانيس التي انتقلت عبر أجيال عائلتها. منذ سن مبكرة، كانت تتدرب تحت إشراف جدها، معجزة في فن الصنع. إتقانها لهذه الحرفة ليس له مثيل، حيث تمزج ببراعة بين مواد وتقنيات مختلفة لإنشاء فوانيس مميزة. بالتفاني المتواصل، تمنح كل إبداع لها العواطف والحياة، مما يجعلها وجودًا ساحراً.,,الأفاتار: فتح الأفاتار,تأثير الجسم: تحيط بك الزهور الصفراء,,,,
401,ستار سبيد,"ستار سبيد، موظف في شركة ""ستار إكسبرس"" للبريد الفضائي، يتحمل مهمة حاسمة هي تسليم الطرود عبر الكواكب. يعبر عن الفراغ الكوني، مؤمناً بأن عمله يلعب دورًا أساسيًا في الحفاظ على الانسجام والازدهار في الكون. ومن خلال الإدراك للفرادة من كل بيئة كوكبية، يتبع بدقة لوائح الشركة لضمان توصيل كل طرد بأمان وفي الوقت المناسب.",,الأفاتار: فتح الأفاتار,آثر القدم: يترك آثار قدم بريد فضائي في أي مكان تمشي فيه.,,,,
402,الفتاة البرتقالية,الفتاة البرتقالية هي روح حساسة، تتأثر بسهولة بالعالم من حولها. تدفق دموعها بحرية عندما تعبّر عن مشاعرها، لكنها ليست إشارة على الضعف؛ بل تكشف عن مشاعرها الحقيقية. تحتضن قدرًا عميقًا من اللطف وتعامل الجميع بإخلاص ومحبة. على الرغم من أنها قد تبدو خجولة، إلا أن شجاعتها ومرونتها تتألق بقوة عند مواجهة التحديات.,,الأفاتار: فتح الأفاتار,أثر القدم: يترك أثر السرطان أينما تمشي,,,,
403,أنك بامبو (دائم),أنك بامبو هي جنية تعيش في لوحة حبرية. تعيش حياة معزولة ، وترافقها الخيزران فقط كرفيق مخلص والحبر كصديق موثوق به. تعرض لوحاتها جودة سلسة وواسعة ، مما يلتقط ببراعة النعمة والمرونة الكامنة في الخيزران.,,الأفاتار: فتح الأفاتار,,,,,
404,كوميت,Comet تتمتع بمهارات قيادة استثنائية وقدرات ملاحية فضائية متقدمة. تنزلق مركبتها الفضائية بسرعة عالية عبر فراغات الفضاء الشاسعة ، وتصل دائمًا إلى وجهتها بدقة شديدة. بالإضافة إلى ذلك ، فهي متميزة كميكانيكية ، ماهرة في إصلاح وصيانة مختلف السفن الفضائية والمعدات الميكانيكية.,,الأفاتار: فتح الأفاتار,بتأثير جسمي: توهج النجوم حولك!,,,,
405,حارس القرمزي,في الثقافة التقليدية الصينية، رمز التنين منذ فترة طويلة قوة وحظ جيد. تم تصنيع الإصدار المحدود [Crimson Guardian] بشكل خاص من قبل Hasbro لعام التنين، وهو يدعوك إلى مواجهة التحديات والتغلب عليها في هذا العام الموافق السعيد!,,الأفاتار: فتح الأفاتار,تأثير الجسم: اللهب يحيط بك!,تحويل: إنقر على الزر الموجود على اليمين للتبديل بين أشكال الروبوت والمركبات!,آثر: يترك آثار القدم التنين في أي مكان تمشي فيه.,,
406,تشيري إنسايت,تشيري إنسايت هو فتى لطيف وطيب القلب، يجسد صفات زهور الكرز. يعتقد أن كل زهرة كرز تحمل قصة فريدة من نوعها، وهو الشخص الذي يرغب في الاستماع إلى هذه الحكايات.,,الأفاتار: فتح الأفاتار,الأثر: يترك آثار زهور الأوراق أينما تمشي.,,,,
407,الربيع الكرزي,العيش في بلدة جميلة محاطة بأشجار الكرز، يتطلع الربيع الكرزي بشغف للفرصة لمواجهة مصيره المقدر كل عام عندما تزدهر أشجار الكرز كلوحة شعرية.,,الأفاتار: فتح الأفاتار,أثر القدم: أوراق الزهور تترك آثار قدم في أي مكان تسير فيه.,,,,
408,فراي,فراي هو إله يشرف على ضوء الشمس والحصاد، ويضفي الحيوية والنشاط على الأرض. كما يتحمل مسؤولية قيادة رفاقه في المعارك. من خلال هذه الصراعات الشديدة، يكشف ببطء عن بريقه وشرفه كإله عظيم.,,الأفاتار: فتح الأفاتار,تأثير الجسم: النقوش المقدسة حولك!,آثار القدم: يترك آثار الشمس أينما تمشي.,,,
409,بيري بلسينغ لين يون,لين يون، إلهة الحماية المكلفة بالقضاء على القوى الشريرة، تحمل مسؤولية جليلة في حماية العالم البشري. مجهزة بالحكمة والشجاعة كأسلحتها، وموجهة باللطف والعدالة كمبادئها، تضمن الانسجام والهدوء للعالم.,,الأفاتار: فتح الأفاتار,تأثير الجسم: الفراولة تغلف الجسم!,,,,
410,يو بو، الأرنبة المتلذذة بالدونات,يو بو، أرنبة ذات مهارات فائقة وثروة واسعة، تحتفظ بشغف لاكتشاف العالم المجهول. تسعد بالتجول بعيدا واسعا، والبحث عن تجارب جديدة ورائعة.,,الأفاتار: فتح الأفاتار,تأثير الجسم: جبنة كريمية تغلف الجسم!,,,,
